측정시간,날자,시(HOUR),주(WEEK),공휴일,하늘상태,강우상태,테이터수,입구,출구
2021-01-27 17:00,2021-01-27,17,수,N,구름많음,없음,60,92,21
2021-01-27 16:00,2021-01-27,16,수,N,구름많음,,60,87,36
2021-01-27 15:00,2021-01-27,15,수,N,구름많음,없음,60,61,37
2021-01-27 14:00,2021-01-27,14,수,N,맑음,없음,60,44,29
2021-01-27 13:00,2021-01-27,13,수,N,맑음,없음,60,35,41
2021-01-27 12:00,2021-01-27,12,수,N,맑음,없음,60,45,47
2021-01-27 11:00,2021-01-27,11,수,N,맑음,없음,60,37,34
2021-01-27 10:00,2021-01-27,10,수,N,맑음,없음,60,25,37
2021-01-27 9:00,2021-01-27,9,수,N,구름많음,없음,60,10,82
2021-01-27 8:00,2021-01-27,8,수,N,구름많음,없음,60,13,143
2021-01-27 7:00,2021-01-27,7,수,N,구름많음,없음,60,6,65
2021-01-27 6:00,2021-01-27,6,수,N,맑음,없음,60,4,8
2021-01-27 5:00,2021-01-27,5,수,N,구름많음,없음,60,6,3
2021-01-27 4:00,2021-01-27,4,수,N,구름많음,없음,60,1,1
2021-01-27 3:00,2021-01-27,3,수,N,구름많음,없음,60,0,0
2021-01-27 2:00,2021-01-27,2,수,N,맑음,없음,60,0,0
2021-01-27 1:00,2021-01-27,1,수,N,맑음,없음,60,0,0
2021-01-27 0:00,2021-01-27,0,수,N,맑음,없음,60,0,0
2021-01-26 23:00,2021-01-26,23,화,N,맑음,없음,60,4,0
2021-01-26 22:00,2021-01-26,22,화,N,맑음,없음,60,28,5
2021-01-26 21:00,2021-01-26,21,화,N,맑음,없음,60,70,17
2021-01-26 20:00,2021-01-26,20,화,N,맑음,없음,60,78,20
2021-01-26 19:00,2021-01-26,19,화,N,구름많음,없음,60,74,26
2021-01-26 18:00,2021-01-26,18,화,N,흐림,없음,60,159,28
2021-01-26 17:00,2021-01-26,17,화,N,흐림,비,60,111,21
2021-01-26 16:00,2021-01-26,16,화,N,흐림,비,60,67,32
2021-01-26 15:00,2021-01-26,15,화,N,흐림,없음,60,61,42
2021-01-26 14:00,2021-01-26,14,화,N,흐림,없음,60,29,32
2021-01-26 13:00,2021-01-26,13,화,N,흐림,없음,60,48,42
2021-01-26 12:00,2021-01-26,12,화,N,흐림,없음,60,39,44
2021-01-26 11:00,2021-01-26,11,화,N,흐림,비,60,46,46
2021-01-26 10:00,2021-01-26,10,화,N,흐림,비,60,25,35
2021-01-26 9:00,2021-01-26,9,화,N,흐림,비,60,23,80
2021-01-26 8:00,2021-01-26,8,화,N,흐림,없음,60,15,128
2021-01-26 7:00,2021-01-26,7,화,N,흐림,없음,60,4,62
2021-01-26 6:00,2021-01-26,6,화,N,흐림,없음,60,3,13
2021-01-26 5:00,2021-01-26,5,화,N,흐림,없음,60,3,6
2021-01-26 4:00,2021-01-26,4,화,N,흐림,없음,60,2,1
2021-01-26 3:00,2021-01-26,3,화,N,흐림,없음,60,0,0
2021-01-26 2:00,2021-01-26,2,화,N,흐림,없음,60,0,0
2021-01-26 1:00,2021-01-26,1,화,N,흐림,없음,60,0,0
2021-01-26 0:00,2021-01-26,0,화,N,구름많음,없음,60,1,1
2021-01-25 23:00,2021-01-25,23,월,N,흐림,없음,60,5,2
2021-01-25 22:00,2021-01-25,22,월,N,구름많음,없음,60,12,3
2021-01-25 21:00,2021-01-25,21,월,N,흐림,없음,60,59,16
2021-01-25 20:00,2021-01-25,20,월,N,맑음,없음,60,41,16
2021-01-25 19:00,2021-01-25,19,월,N,맑음,없음,60,74,7
2021-01-25 18:00,2021-01-25,18,월,N,맑음,없음,60,172,25
2021-01-25 17:00,2021-01-25,17,월,N,구름많음,없음,60,86,34
2021-01-25 16:00,2021-01-25,16,월,N,맑음,없음,60,57,30
2021-01-25 15:00,2021-01-25,15,월,N,맑음,없음,60,65,35
2021-01-25 14:00,2021-01-25,14,월,N,구름많음,없음,60,64,31
2021-01-25 13:00,2021-01-25,13,월,N,구름많음,없음,60,36,42
2021-01-25 12:00,2021-01-25,12,월,N,구름많음,없음,60,48,44
2021-01-25 11:00,2021-01-25,11,월,N,맑음,없음,60,54,36
2021-01-25 10:00,2021-01-25,10,월,N,구름많음,없음,60,22,42
2021-01-25 9:00,2021-01-25,9,월,N,흐림,없음,60,14,65
2021-01-25 8:00,2021-01-25,8,월,N,흐림,없음,60,10,144
2021-01-25 7:00,2021-01-25,7,월,N,구름많음,없음,60,4,72
2021-01-25 6:00,2021-01-25,6,월,N,구름많음,없음,60,8,10
2021-01-25 5:00,2021-01-25,5,월,N,맑음,없음,60,3,4
2021-01-25 4:00,2021-01-25,4,월,N,구름많음,없음,60,1,1
2021-01-25 3:00,2021-01-25,3,월,N,구름많음,없음,60,0,0
2021-01-25 2:00,2021-01-25,2,월,N,맑음,없음,60,0,0
2021-01-25 1:00,2021-01-25,1,월,N,구름많음,없음,60,0,0
2021-01-25 0:00,2021-01-25,0,월,N,구름많음,없음,60,0,0
2021-01-24 23:00,2021-01-24,23,일,N,구름많음,없음,60,1,2
2021-01-24 22:00,2021-01-24,22,일,N,구름많음,없음,60,1,1
2021-01-24 21:00,2021-01-24,21,일,N,구름많음,없음,60,20,4
2021-01-24 20:00,2021-01-24,20,일,N,맑음,없음,60,30,15
2021-01-24 19:00,2021-01-24,19,일,N,맑음,없음,60,19,11
2021-01-24 18:00,2021-01-24,18,일,N,구름많음,없음,60,21,15
2021-01-24 17:00,2021-01-24,17,일,N,구름많음,없음,60,24,19
2021-01-24 16:00,2021-01-24,16,일,N,맑음,없음,60,37,12
2021-01-24 15:00,2021-01-24,15,일,N,맑음,없음,60,35,14
2021-01-24 14:00,2021-01-24,14,일,N,맑음,없음,60,34,22
2021-01-24 13:00,2021-01-24,13,일,N,맑음,없음,60,32,10
2021-01-24 12:00,2021-01-24,12,일,N,맑음,없음,60,18,13
2021-01-24 11:00,2021-01-24,11,일,N,맑음,없음,60,7,15
2021-01-24 10:00,2021-01-24,10,일,N,맑음,없음,60,3,6
2021-01-24 9:00,2021-01-24,9,일,N,맑음,없음,60,5,11
2021-01-24 8:00,2021-01-24,8,일,N,맑음,없음,60,1,7
2021-01-24 7:00,2021-01-24,7,일,N,맑음,없음,60,5,4
2021-01-24 6:00,2021-01-24,6,일,N,맑음,없음,60,2,3
2021-01-24 5:00,2021-01-24,5,일,N,맑음,없음,60,0,3
2021-01-24 4:00,2021-01-24,4,일,N,맑음,없음,60,1,1
2021-01-24 3:00,2021-01-24,3,일,N,흐림,없음,60,0,0
2021-01-24 2:00,2021-01-24,2,일,N,흐림,없음,60,0,0
2021-01-24 1:00,2021-01-24,1,일,N,흐림,없음,60,0,0
2021-01-24 0:00,2021-01-24,0,일,N,흐림,없음,60,2,2
2021-01-23 23:00,2021-01-23,23,토,N,구름많음,없음,60,3,3
2021-01-23 22:00,2021-01-23,22,토,N,구름많음,없음,60,4,4
2021-01-23 21:00,2021-01-23,21,토,N,구름많음,없음,60,33,16
2021-01-23 20:00,2021-01-23,20,토,N,구름많음,없음,60,47,14
2021-01-23 19:00,2021-01-23,19,토,N,구름많음,없음,60,39,19
2021-01-23 18:00,2021-01-23,18,토,N,구름많음,없음,60,53,26
2021-01-23 17:00,2021-01-23,17,토,N,흐림,없음,60,57,20
2021-01-23 16:00,2021-01-23,16,토,N,맑음,없음,60,57,40
2021-01-23 15:00,2021-01-23,15,토,N,구름많음,없음,60,64,30
2021-01-23 14:00,2021-01-23,14,토,N,흐림,없음,60,49,35
2021-01-23 13:00,2021-01-23,13,토,N,구름많음,없음,60,28,28
2021-01-23 12:00,2021-01-23,12,토,N,구름많음,없음,60,39,39
2021-01-23 11:00,2021-01-23,11,토,,,,60,20,33
2021-01-23 8:00,2021-01-23,8,토,N,맑음,없음,60,9,14
2021-01-23 7:00,2021-01-23,7,토,N,맑음,없음,60,5,13
2021-01-23 6:00,2021-01-23,6,토,N,흐림,없음,60,6,4
2021-01-23 5:00,2021-01-23,5,토,N,구름많음,없음,60,5,1
2021-01-23 4:00,2021-01-23,4,토,N,맑음,없음,60,1,1
2021-01-23 3:00,2021-01-23,3,토,N,흐림,없음,60,0,0
2021-01-23 2:00,2021-01-23,2,토,N,맑음,없음,60,0,0
2021-01-23 1:00,2021-01-23,1,토,N,구름많음,없음,60,0,0
2021-01-23 0:00,2021-01-23,0,토,N,흐림,없음,60,0,0
2021-01-22 23:00,2021-01-22,23,금,N,흐림,없음,60,5,5
2021-01-22 22:00,2021-01-22,22,금,N,구름많음,없음,60,17,2
2021-01-22 21:00,2021-01-22,21,금,N,흐림,없음,60,63,21
2021-01-22 20:00,2021-01-22,20,금,N,흐림,없음,60,37,21
2021-01-22 19:00,2021-01-22,19,금,N,흐림,없음,60,69,21
2021-01-22 18:00,2021-01-22,18,금,N,흐림,없음,60,153,31
2021-01-22 17:00,2021-01-22,17,금,N,흐림,없음,60,86,29
2021-01-22 16:00,2021-01-22,16,금,N,흐림,없음,60,62,28
2021-01-22 15:00,2021-01-22,15,금,N,흐림,없음,60,57,21
2021-01-22 14:00,2021-01-22,14,금,N,흐림,없음,60,44,26
2021-01-22 13:00,2021-01-22,13,금,N,흐림,없음,60,55,54
2021-01-22 12:00,2021-01-22,12,금,N,흐림,없음,60,68,53
2021-01-22 11:00,2021-01-22,11,금,N,흐림,없음,60,37,41
2021-01-22 10:00,2021-01-22,10,금,N,흐림,없음,60,21,42
2021-01-22 9:00,2021-01-22,9,금,N,흐림,없음,60,30,77
2021-01-22 8:00,2021-01-22,8,금,N,흐림,없음,60,21,132
2021-01-22 7:00,2021-01-22,7,금,N,흐림,없음,60,3,66
2021-01-22 6:00,2021-01-22,6,금,N,흐림,없음,60,5,10
2021-01-22 5:00,2021-01-22,5,금,N,흐림,없음,60,3,5
2021-01-22 4:00,2021-01-22,4,금,N,흐림,없음,60,1,1
2021-01-22 3:00,2021-01-22,3,금,N,흐림,없음,60,0,0
2021-01-22 2:00,2021-01-22,2,금,N,흐림,없음,60,0,0
2021-01-22 1:00,2021-01-22,1,금,N,흐림,없음,60,0,0
2021-01-22 0:00,2021-01-22,0,금,N,흐림,없음,60,2,2
2021-01-21 23:00,2021-01-21,23,목,N,흐림,비,60,9,1
2021-01-21 22:00,2021-01-21,22,목,N,흐림,비,60,20,6
2021-01-21 21:00,2021-01-21,21,목,N,흐림,비,60,76,20
2021-01-21 20:00,2021-01-21,20,목,N,흐림,비,60,60,6
2021-01-21 19:00,2021-01-21,19,목,N,흐림,비,60,82,22
2021-01-21 18:00,2021-01-21,18,목,N,흐림,비,60,165,28
2021-01-21 17:00,2021-01-21,17,목,N,흐림,비,60,102,24
2021-01-21 16:00,2021-01-21,16,목,N,흐림,비,60,56,32
2021-01-21 15:00,2021-01-21,15,목,N,흐림,비,60,74,31
2021-01-21 14:00,2021-01-21,14,목,N,흐림,비,60,57,42
2021-01-21 13:00,2021-01-21,13,목,N,흐림,없음,60,62,51
2021-01-21 12:00,2021-01-21,12,목,N,흐림,없음,60,70,44
2021-01-21 11:00,2021-01-21,11,목,N,흐림,없음,60,22,30
2021-01-21 10:00,2021-01-21,10,목,N,흐림,없음,60,19,57
2021-01-21 9:00,2021-01-21,9,목,N,흐림,없음,60,10,63
2021-01-21 8:00,2021-01-21,8,목,N,흐림,없음,60,17,138
2021-01-21 7:00,2021-01-21,7,목,N,흐림,없음,60,6,61
2021-01-21 6:00,2021-01-21,6,목,N,흐림,없음,60,5,7
2021-01-21 5:00,2021-01-21,5,목,N,흐림,없음,60,6,5
2021-01-21 4:00,2021-01-21,4,목,N,흐림,없음,60,1,1
2021-01-21 3:00,2021-01-21,3,목,N,흐림,없음,60,0,0
2021-01-21 2:00,2021-01-21,2,목,N,흐림,없음,60,0,0
2021-01-21 1:00,2021-01-21,1,목,N,흐림,없음,60,0,0
2021-01-21 0:00,2021-01-21,0,목,N,흐림,없음,60,0,0
2021-01-20 23:00,2021-01-20,23,수,N,흐림,없음,60,6,1
2021-01-20 22:00,2021-01-20,22,수,N,맑음,없음,60,17,4
2021-01-20 21:00,2021-01-20,21,수,N,맑음,없음,60,56,18
2021-01-20 20:00,2021-01-20,20,수,N,맑음,없음,60,47,14
2021-01-20 19:00,2021-01-20,19,수,N,맑음,없음,60,81,16
2021-01-20 18:00,2021-01-20,18,수,N,구름많음,없음,60,174,22
2021-01-20 17:00,2021-01-20,17,수,N,맑음,없음,60,102,30
2021-01-20 16:00,2021-01-20,16,수,N,맑음,없음,60,52,19
2021-01-20 15:00,2021-01-20,15,수,N,맑음,없음,60,47,23
2021-01-20 14:00,2021-01-20,14,수,N,맑음,없음,60,59,39
2021-01-20 13:00,2021-01-20,13,수,N,맑음,없음,60,41,27
2021-01-20 12:00,2021-01-20,12,수,N,맑음,없음,60,52,57
2021-01-20 11:00,2021-01-20,11,수,N,맑음,없음,60,38,35
2021-01-20 10:00,2021-01-20,10,수,N,맑음,없음,60,9,40
2021-01-20 9:00,2021-01-20,9,수,N,맑음,없음,60,5,59
2021-01-20 8:00,2021-01-20,8,수,N,맑음,없음,60,20,147
2021-01-20 7:00,2021-01-20,7,수,N,맑음,없음,60,4,62
2021-01-20 6:00,2021-01-20,6,수,N,맑음,없음,60,0,11
2021-01-20 5:00,2021-01-20,5,수,N,맑음,없음,60,5,5
2021-01-20 4:00,2021-01-20,4,수,N,맑음,없음,60,1,1
2021-01-20 3:00,2021-01-20,3,수,N,맑음,없음,60,0,0
2021-01-20 2:00,2021-01-20,2,수,N,맑음,없음,60,0,0
2021-01-20 1:00,2021-01-20,1,수,N,맑음,없음,60,0,0
2021-01-20 0:00,2021-01-20,0,수,N,맑음,없음,60,2,1
2021-01-19 23:00,2021-01-19,23,화,N,맑음,없음,60,9,1
2021-01-19 22:00,2021-01-19,22,화,N,맑음,없음,60,29,6
2021-01-19 21:00,2021-01-19,21,화,N,맑음,없음,60,64,14
2021-01-19 20:00,2021-01-19,20,화,N,맑음,없음,60,49,22
2021-01-19 19:00,2021-01-19,19,화,N,맑음,없음,60,75,21
2021-01-19 18:00,2021-01-19,18,화,N,흐림,없음,60,153,26
2021-01-19 17:00,2021-01-19,17,화,N,맑음,없음,60,97,14
2021-01-19 16:00,2021-01-19,16,화,N,맑음,없음,60,49,27
2021-01-19 15:00,2021-01-19,15,화,N,맑음,없음,60,48,29
2021-01-19 14:00,2021-01-19,14,화,N,맑음,없음,60,43,32
2021-01-19 13:00,2021-01-19,13,화,N,맑음,없음,60,48,40
2021-01-19 12:00,2021-01-19,12,화,N,맑음,없음,60,31,47
2021-01-19 11:00,2021-01-19,11,화,N,맑음,없음,60,39,46
2021-01-19 10:00,2021-01-19,10,화,N,맑음,없음,60,26,36
2021-01-19 9:00,2021-01-19,9,화,N,맑음,없음,60,9,69
2021-01-19 8:00,2021-01-19,8,화,N,맑음,없음,60,14,139
2021-01-19 7:00,2021-01-19,7,화,N,맑음,없음,60,8,68
2021-01-19 6:00,2021-01-19,6,화,N,맑음,없음,60,5,10
2021-01-19 5:00,2021-01-19,5,화,N,맑음,없음,60,3,5
2021-01-19 4:00,2021-01-19,4,화,N,맑음,없음,60,2,2
2021-01-19 3:00,2021-01-19,3,화,N,맑음,없음,60,0,0
2021-01-19 2:00,2021-01-19,2,화,N,맑음,없음,60,0,0
2021-01-19 1:00,2021-01-19,1,화,N,맑음,없음,60,0,0
2021-01-19 0:00,2021-01-19,0,화,N,맑음,없음,60,0,0
2021-01-18 23:00,2021-01-18,23,월,N,맑음,없음,60,9,4
2021-01-18 22:00,2021-01-18,22,월,N,맑음,없음,60,8,1
2021-01-18 21:00,2021-01-18,21,월,N,맑음,없음,60,49,14
2021-01-18 20:00,2021-01-18,20,월,N,맑음,없음,60,58,10
2021-01-18 19:00,2021-01-18,19,월,N,맑음,없음,60,60,12
2021-01-18 18:00,2021-01-18,18,월,N,맑음,없음,60,179,16
2021-01-18 17:00,2021-01-18,17,월,N,맑음,없음,60,91,19
2021-01-18 16:00,2021-01-18,16,월,N,맑음,없음,60,49,28
2021-01-18 15:00,2021-01-18,15,월,N,맑음,없음,59,43,23
2021-01-18 14:00,2021-01-18,14,월,N,구름많음,없음,60,41,36
2021-01-18 13:00,2021-01-18,13,월,N,구름많음,없음,60,55,44
2021-01-18 12:00,2021-01-18,12,월,N,구름많음,없음,60,55,50
2021-01-18 11:00,2021-01-18,11,월,N,구름많음,없음,60,32,31
2021-01-18 10:00,2021-01-18,10,월,N,흐림,없음,60,12,44
2021-01-18 9:00,2021-01-18,9,월,N,흐림,없음,60,5,74
2021-01-18 8:00,2021-01-18,8,월,N,구름많음,없음,60,12,146
2021-01-18 7:00,2021-01-18,7,월,N,구름많음,없음,60,9,64
2021-01-18 6:00,2021-01-18,6,월,N,흐림,없음,60,1,13
2021-01-18 5:00,2021-01-18,5,월,N,구름많음,없음,60,5,6
2021-01-18 4:00,2021-01-18,4,월,N,구름많음,없음,60,1,1
2021-01-18 3:00,2021-01-18,3,월,N,구름많음,없음,60,0,0
2021-01-18 2:00,2021-01-18,2,월,N,구름많음,없음,60,0,0
2021-01-18 1:00,2021-01-18,1,월,N,맑음,없음,60,0,0
2021-01-18 0:00,2021-01-18,0,월,N,구름많음,없음,60,3,3
2021-01-17 23:00,2021-01-17,23,일,N,맑음,없음,60,5,3
2021-01-17 22:00,2021-01-17,22,일,N,맑음,없음,60,0,0
2021-01-17 21:00,2021-01-17,21,일,N,구름많음,없음,60,9,12
2021-01-17 20:00,2021-01-17,20,일,N,구름많음,없음,60,27,11
2021-01-17 19:00,2021-01-17,19,일,N,구름많음,없음,60,26,22
2021-01-17 18:00,2021-01-17,18,일,N,구름많음,없음,60,18,10
2021-01-17 17:00,2021-01-17,17,일,N,구름많음,없음,60,37,32
2021-01-17 16:00,2021-01-17,16,일,N,구름많음,없음,60,16,13
2021-01-17 15:00,2021-01-17,15,일,N,구름많음,없음,60,12,15
2021-01-17 14:00,2021-01-17,14,일,N,구름많음,없음,60,21,14
2021-01-17 13:00,2021-01-17,13,일,N,맑음,없음,60,21,21
2021-01-17 12:00,2021-01-17,12,일,N,맑음,없음,60,15,17
2021-01-17 11:00,2021-01-17,11,일,N,맑음,없음,60,5,9
2021-01-17 10:00,2021-01-17,10,일,N,맑음,없음,60,7,11
2021-01-17 9:00,2021-01-17,9,일,N,맑음,없음,60,0,15
2021-01-17 8:00,2021-01-17,8,일,N,맑음,없음,60,6,6
2021-01-17 7:00,2021-01-17,7,일,N,흐림,없음,60,8,11
2021-01-17 6:00,2021-01-17,6,일,N,흐림,없음,60,8,3
2021-01-17 5:00,2021-01-17,5,일,N,맑음,없음,60,1,0
2021-01-17 4:00,2021-01-17,4,일,N,맑음,없음,60,1,1
2021-01-17 3:00,2021-01-17,3,일,N,맑음,없음,60,0,0
2021-01-17 2:00,2021-01-17,2,일,N,맑음,없음,60,0,0
2021-01-17 1:00,2021-01-17,1,일,N,맑음,없음,60,0,0
2021-01-17 0:00,2021-01-17,0,일,N,맑음,없음,60,0,0
2021-01-16 23:00,2021-01-16,23,토,N,맑음,없음,60,1,2
2021-01-16 22:00,2021-01-16,22,토,N,맑음,없음,60,4,2
2021-01-16 21:00,2021-01-16,21,토,N,맑음,없음,60,18,15
2021-01-16 20:00,2021-01-16,20,토,N,맑음,없음,60,34,14
2021-01-16 19:00,2021-01-16,19,토,N,맑음,없음,60,34,24
2021-01-16 18:00,2021-01-16,18,토,N,맑음,없음,60,71,14
2021-01-16 17:00,2021-01-16,17,토,N,맑음,없음,60,22,26
2021-01-16 16:00,2021-01-16,16,토,N,맑음,없음,60,45,25
2021-01-16 15:00,2021-01-16,15,토,N,맑음,없음,60,35,35
2021-01-16 14:00,2021-01-16,14,토,N,맑음,없음,60,32,40
2021-01-16 13:00,2021-01-16,13,토,N,맑음,없음,60,40,34
2021-01-16 12:00,2021-01-16,12,토,N,맑음,없음,60,31,38
2021-01-16 11:00,2021-01-16,11,토,N,맑음,없음,60,18,27
2021-01-16 10:00,2021-01-16,10,토,N,맑음,없음,60,14,21
2021-01-16 9:00,2021-01-16,9,토,N,맑음,없음,60,9,28
2021-01-16 8:00,2021-01-16,8,토,N,맑음,없음,60,11,20
2021-01-16 7:00,2021-01-16,7,토,N,맑음,없음,60,3,7
2021-01-16 6:00,2021-01-16,6,토,N,맑음,없음,60,2,3
2021-01-16 5:00,2021-01-16,5,토,N,맑음,없음,60,6,5
2021-01-16 4:00,2021-01-16,4,토,N,맑음,없음,60,1,1
2021-01-16 3:00,2021-01-16,3,토,N,맑음,없음,60,0,0
2021-01-16 2:00,2021-01-16,2,토,N,맑음,없음,60,0,0
2021-01-16 1:00,2021-01-16,1,토,N,맑음,없음,60,0,0
2021-01-16 0:00,2021-01-16,0,토,N,구름많음,없음,60,1,1
2021-01-15 23:00,2021-01-15,23,금,N,구름많음,없음,60,8,7
2021-01-15 22:00,2021-01-15,22,금,N,구름많음,없음,60,22,7
2021-01-15 21:00,2021-01-15,21,금,N,흐림,없음,60,49,23
2021-01-15 20:00,2021-01-15,20,금,N,흐림,없음,60,48,19
2021-01-15 19:00,2021-01-15,19,금,N,흐림,없음,60,55,22
2021-01-15 18:00,2021-01-15,18,금,N,흐림,없음,60,125,32
2021-01-15 17:00,2021-01-15,17,금,N,흐림,없음,60,92,25
2021-01-15 16:00,2021-01-15,16,금,N,흐림,없음,60,46,30
2021-01-15 15:00,2021-01-15,15,금,N,구름많음,없음,60,45,38
2021-01-15 14:00,2021-01-15,14,금,N,구름많음,없음,60,45,24
2021-01-15 13:00,2021-01-15,13,금,N,구름많음,비,60,58,37
2021-01-15 12:00,2021-01-15,12,금,N,흐림,없음,60,61,45
2021-01-15 11:00,2021-01-15,11,금,N,흐림,없음,60,30,32
2021-01-15 10:00,2021-01-15,10,금,N,구름많음,없음,60,18,42
2021-01-15 9:00,2021-01-15,9,금,N,맑음,없음,60,37,80
2021-01-15 8:00,2021-01-15,8,금,N,구름많음,없음,60,21,139
2021-01-15 7:00,2021-01-15,7,금,N,흐림,없음,60,12,65
2021-01-15 6:00,2021-01-15,6,금,N,구름많음,없음,60,6,6
2021-01-15 5:00,2021-01-15,5,금,N,구름많음,없음,60,3,5
2021-01-15 4:00,2021-01-15,4,금,N,구름많음,없음,60,1,1
2021-01-15 3:00,2021-01-15,3,금,N,구름많음,없음,60,0,0
2021-01-15 2:00,2021-01-15,2,금,N,구름많음,없음,60,0,0
2021-01-15 1:00,2021-01-15,1,금,N,맑음,없음,60,0,0
2021-01-15 0:00,2021-01-15,0,금,N,맑음,없음,60,0,0
2021-01-14 23:00,2021-01-14,23,목,N,맑음,없음,60,7,5
2021-01-14 22:00,2021-01-14,22,목,N,맑음,없음,60,16,6
2021-01-14 21:00,2021-01-14,21,목,N,맑음,없음,60,54,23
2021-01-14 20:00,2021-01-14,20,목,N,맑음,없음,60,49,10
2021-01-14 19:00,2021-01-14,19,목,N,맑음,없음,60,71,17
2021-01-14 18:00,2021-01-14,18,목,N,맑음,없음,60,157,32
2021-01-14 17:00,2021-01-14,17,목,N,맑음,없음,60,88,22
2021-01-14 16:00,2021-01-14,16,목,N,맑음,없음,60,43,24
2021-01-14 15:00,2021-01-14,15,목,N,맑음,없음,60,46,34
2021-01-14 14:00,2021-01-14,14,목,N,맑음,없음,60,55,23
2021-01-14 13:00,2021-01-14,13,목,N,맑음,없음,60,42,40
2021-01-14 12:00,2021-01-14,12,목,N,맑음,없음,60,79,69
2021-01-14 11:00,2021-01-14,11,목,N,맑음,없음,60,46,45
2021-01-14 10:00,2021-01-14,10,목,N,맑음,없음,60,21,40
2021-01-14 9:00,2021-01-14,9,목,N,맑음,없음,60,8,65
2021-01-14 8:00,2021-01-14,8,목,N,맑음,없음,60,15,133
2021-01-14 7:00,2021-01-14,7,목,N,맑음,없음,60,8,60
2021-01-14 6:00,2021-01-14,6,목,N,맑음,없음,60,8,10
2021-01-14 5:00,2021-01-14,5,목,N,맑음,없음,60,2,4
2021-01-14 4:00,2021-01-14,4,목,N,맑음,없음,60,0,1
2021-01-14 3:00,2021-01-14,3,목,N,맑음,없음,60,0,0
2021-01-14 2:00,2021-01-14,2,목,N,맑음,없음,60,0,0
2021-01-14 1:00,2021-01-14,1,목,N,맑음,없음,60,0,0
2021-01-14 0:00,2021-01-14,0,목,N,맑음,없음,60,1,1
2021-01-13 23:00,2021-01-13,23,수,N,맑음,없음,60,7,1
2021-01-13 22:00,2021-01-13,22,수,N,맑음,없음,60,16,5
2021-01-13 21:00,2021-01-13,21,수,N,맑음,없음,60,56,9
2021-01-13 20:00,2021-01-13,20,수,N,맑음,없음,60,47,12
2021-01-13 19:00,2021-01-13,19,수,N,맑음,없음,60,68,16
2021-01-13 18:00,2021-01-13,18,수,N,흐림,없음,60,145,18
2021-01-13 17:00,2021-01-13,17,수,N,흐림,없음,60,102,23
2021-01-13 16:00,2021-01-13,16,수,N,맑음,없음,60,49,20
2021-01-13 15:00,2021-01-13,15,수,N,맑음,없음,60,46,23
2021-01-13 14:00,2021-01-13,14,수,N,맑음,없음,60,45,34
2021-01-13 13:00,2021-01-13,13,수,N,맑음,없음,60,38,47
2021-01-13 12:00,2021-01-13,12,수,N,맑음,없음,60,55,47
2021-01-13 11:00,2021-01-13,11,수,N,맑음,없음,60,29,42
2021-01-13 10:00,2021-01-13,10,수,N,구름많음,없음,60,28,44
2021-01-13 9:00,2021-01-13,9,수,N,맑음,없음,60,6,68
2021-01-13 8:00,2021-01-13,8,수,N,맑음,없음,60,9,135
2021-01-13 7:00,2021-01-13,7,수,N,맑음,없음,60,11,59
2021-01-13 6:00,2021-01-13,6,수,N,맑음,없음,60,5,12
2021-01-13 5:00,2021-01-13,5,수,N,맑음,없음,60,4,5
2021-01-13 4:00,2021-01-13,4,수,N,맑음,없음,60,1,2
2021-01-13 3:00,2021-01-13,3,수,N,맑음,없음,60,0,0
2021-01-13 2:00,2021-01-13,2,수,N,맑음,없음,60,0,0
2021-01-13 1:00,2021-01-13,1,수,N,맑음,없음,60,0,0
2021-01-13 0:00,2021-01-13,0,수,N,맑음,없음,60,0,0
2021-01-12 23:00,2021-01-12,23,화,N,맑음,없음,60,3,2
2021-01-12 22:00,2021-01-12,22,화,N,맑음,없음,60,28,3
2021-01-12 21:00,2021-01-12,21,화,N,맑음,없음,60,48,10
2021-01-12 20:00,2021-01-12,20,화,N,구름많음,없음,60,50,17
2021-01-12 19:00,2021-01-12,19,화,N,구름많음,눈,60,50,36
2021-01-12 18:00,2021-01-12,18,화,N,구름많음,눈,60,120,23
2021-01-12 17:00,2021-01-12,17,화,N,구름많음,눈,60,119,19
2021-01-12 16:00,2021-01-12,16,화,N,구름많음,눈,60,86,31
2021-01-12 15:00,2021-01-12,15,화,N,구름많음,눈,60,58,42
2021-01-12 14:00,2021-01-12,14,화,N,구름많음,눈,60,32,31
2021-01-12 13:00,2021-01-12,13,화,N,맑음,없음,60,51,47
2021-01-12 12:00,2021-01-12,12,화,N,구름많음,없음,60,55,44
2021-01-12 11:00,2021-01-12,11,화,N,구름많음,없음,60,27,36
2021-01-12 10:00,2021-01-12,10,화,N,맑음,없음,60,13,42
2021-01-12 9:00,2021-01-12,9,화,N,맑음,없음,60,18,74
2021-01-12 8:00,2021-01-12,8,화,N,맑음,없음,60,10,139
2021-01-12 7:00,2021-01-12,7,화,N,구름많음,없음,60,11,69
2021-01-12 6:00,2021-01-12,6,화,N,맑음,없음,60,2,9
2021-01-12 5:00,2021-01-12,5,화,N,맑음,없음,60,3,9
2021-01-12 4:00,2021-01-12,4,화,N,맑음,없음,60,0,0
2021-01-12 3:00,2021-01-12,3,화,N,맑음,없음,60,0,0
2021-01-12 2:00,2021-01-12,2,화,N,맑음,없음,60,0,0
2021-01-12 1:00,2021-01-12,1,화,N,맑음,없음,60,0,0
