측정시간,날자,시(HOUR),주(WEEK),공휴일,하늘상태,강우상태,테이터수,입구,출구
2021-01-12 0:00,2021-01-12,0,화,N,맑음,없음,60,1,1
2021-01-11 23:00,2021-01-11,23,월,N,맑음,없음,60,3,2
2021-01-11 22:00,2021-01-11,22,월,N,맑음,없음,60,11,4
2021-01-11 21:00,2021-01-11,21,월,N,맑음,없음,60,46,12
2021-01-11 20:00,2021-01-11,20,월,N,구름많음,없음,60,57,14
2021-01-11 19:00,2021-01-11,19,월,N,구름많음,없음,60,82,23
2021-01-11 18:00,2021-01-11,18,월,N,구름많음,없음,60,144,11
2021-01-11 17:00,2021-01-11,17,월,N,흐림,없음,60,82,20
2021-01-11 16:00,2021-01-11,16,월,N,흐림,없음,60,46,27
2021-01-11 15:00,2021-01-11,15,월,N,흐림,없음,60,74,32
2021-01-11 14:00,2021-01-11,14,월,N,흐림,없음,60,47,32
2021-01-11 13:00,2021-01-11,13,월,N,흐림,없음,60,39,50
2021-01-11 12:00,2021-01-11,12,월,N,흐림,없음,60,60,36
2021-01-11 11:00,2021-01-11,11,월,N,흐림,없음,60,45,27
2021-01-11 10:00,2021-01-11,10,월,N,흐림,없음,60,22,41
2021-01-11 9:00,2021-01-11,9,월,N,구름많음,없음,60,19,82
2021-01-11 8:00,2021-01-11,8,월,N,흐림,없음,60,14,135
2021-01-11 7:00,2021-01-11,7,월,N,흐림,없음,60,9,68
2021-01-11 6:00,2021-01-11,6,월,N,맑음,없음,60,9,9
2021-01-11 5:00,2021-01-11,5,월,N,맑음,없음,60,4,5
2021-01-11 4:00,2021-01-11,4,월,N,맑음,없음,60,2,2
2021-01-11 3:00,2021-01-11,3,월,N,맑음,없음,60,0,0
2021-01-11 2:00,2021-01-11,2,월,N,맑음,없음,60,0,0
2021-01-11 1:00,2021-01-11,1,월,N,맑음,없음,60,0,0
2021-01-11 0:00,2021-01-11,0,월,N,맑음,없음,60,0,1
2021-01-10 23:00,2021-01-10,23,일,N,맑음,없음,60,5,6
2021-01-10 22:00,2021-01-10,22,일,N,맑음,없음,60,4,1
2021-01-10 21:00,2021-01-10,21,일,N,구름많음,없음,60,7,6
2021-01-10 20:00,2021-01-10,20,일,N,구름많음,없음,60,26,13
2021-01-10 19:00,2021-01-10,19,일,N,구름많음,없음,60,25,14
2021-01-10 18:00,2021-01-10,18,일,N,구름많음,없음,60,20,11
2021-01-10 17:00,2021-01-10,17,일,N,구름많음,없음,60,24,11
2021-01-10 16:00,2021-01-10,16,일,N,구름많음,없음,60,19,12
2021-01-10 15:00,2021-01-10,15,일,N,맑음,없음,60,30,22
2021-01-10 14:00,2021-01-10,14,일,N,맑음,없음,60,24,22
2021-01-10 13:00,2021-01-10,13,일,N,맑음,없음,60,19,22
2021-01-10 12:00,2021-01-10,12,일,N,맑음,없음,60,15,14
2021-01-10 11:00,2021-01-10,11,일,N,맑음,없음,60,8,11
2021-01-10 10:00,2021-01-10,10,일,N,맑음,없음,60,6,12
2021-01-10 9:00,2021-01-10,9,일,N,맑음,없음,60,14,18
2021-01-10 8:00,2021-01-10,8,일,N,맑음,없음,60,10,14
2021-01-10 7:00,2021-01-10,7,일,N,맑음,없음,60,3,7
2021-01-10 6:00,2021-01-10,6,일,N,맑음,없음,60,3,6
2021-01-10 5:00,2021-01-10,5,일,N,맑음,없음,60,3,1
2021-01-10 4:00,2021-01-10,4,일,N,맑음,없음,60,0,0
2021-01-10 3:00,2021-01-10,3,일,N,맑음,없음,60,0,0
2021-01-10 2:00,2021-01-10,2,일,N,맑음,없음,60,0,0
2021-01-10 1:00,2021-01-10,1,일,N,맑음,없음,60,0,0
2021-01-10 0:00,2021-01-10,0,일,N,맑음,없음,60,1,1
2021-01-09 23:00,2021-01-09,23,토,N,맑음,없음,60,3,0
2021-01-09 22:00,2021-01-09,22,토,N,맑음,없음,60,2,4
2021-01-09 21:00,2021-01-09,21,토,N,맑음,없음,60,21,13
2021-01-09 20:00,2021-01-09,20,토,N,맑음,없음,60,21,13
2021-01-09 19:00,2021-01-09,19,토,N,맑음,없음,60,42,11
2021-01-09 18:00,2021-01-09,18,토,N,맑음,없음,60,31,18
2021-01-09 17:00,2021-01-09,17,토,N,맑음,없음,60,31,25
2021-01-09 16:00,2021-01-09,16,토,N,맑음,없음,60,44,21
2021-01-09 15:00,2021-01-09,15,토,N,맑음,없음,60,25,25
2021-01-09 14:00,2021-01-09,14,토,N,맑음,없음,60,24,32
2021-01-09 13:00,2021-01-09,13,토,N,맑음,없음,60,38,22
2021-01-09 12:00,2021-01-09,12,토,N,맑음,없음,60,28,16
2021-01-09 11:00,2021-01-09,11,토,N,맑음,없음,60,24,20
2021-01-09 10:00,2021-01-09,10,토,N,맑음,없음,60,12,21
2021-01-09 9:00,2021-01-09,9,토,N,맑음,없음,60,11,19
2021-01-09 8:00,2021-01-09,8,토,N,맑음,없음,60,7,15
2021-01-09 7:00,2021-01-09,7,토,N,맑음,없음,60,2,8
2021-01-09 6:00,2021-01-09,6,토,N,맑음,없음,60,9,5
2021-01-09 5:00,2021-01-09,5,토,N,맑음,없음,60,6,3
2021-01-09 4:00,2021-01-09,4,토,N,맑음,없음,60,3,4
2021-01-09 3:00,2021-01-09,3,토,N,맑음,없음,60,0,0
2021-01-09 2:00,2021-01-09,2,토,N,맑음,없음,60,0,0
2021-01-09 1:00,2021-01-09,1,토,N,맑음,없음,60,0,0
2021-01-09 0:00,2021-01-09,0,토,N,맑음,없음,60,0,0
2021-01-08 23:00,2021-01-08,23,금,N,맑음,없음,60,5,2
2021-01-08 22:00,2021-01-08,22,금,N,맑음,없음,60,11,4
2021-01-08 21:00,2021-01-08,21,금,N,맑음,없음,60,53,20
2021-01-08 20:00,2021-01-08,20,금,N,맑음,없음,60,41,12
2021-01-08 19:00,2021-01-08,19,금,N,맑음,없음,60,45,18
2021-01-08 18:00,2021-01-08,18,금,N,맑음,없음,60,123,18
2021-01-08 17:00,2021-01-08,17,금,N,맑음,없음,60,81,18
2021-01-08 16:00,2021-01-08,16,금,N,맑음,없음,60,63,25
2021-01-08 15:00,2021-01-08,15,금,N,맑음,없음,60,47,33
2021-01-08 14:00,2021-01-08,14,금,N,맑음,없음,60,50,35
2021-01-08 13:00,2021-01-08,13,금,N,맑음,없음,60,33,42
2021-01-08 12:00,2021-01-08,12,금,N,맑음,없음,60,51,52
2021-01-08 11:00,2021-01-08,11,금,N,맑음,없음,60,27,39
2021-01-08 10:00,2021-01-08,10,금,N,맑음,없음,60,24,47
2021-01-08 9:00,2021-01-08,9,금,N,맑음,없음,60,34,86
2021-01-08 8:00,2021-01-08,8,금,N,맑음,없음,60,25,152
2021-01-08 7:00,2021-01-08,7,금,N,맑음,없음,60,15,63
2021-01-08 6:00,2021-01-08,6,금,N,맑음,없음,60,4,11
2021-01-08 5:00,2021-01-08,5,금,N,맑음,없음,60,5,6
2021-01-08 4:00,2021-01-08,4,금,N,맑음,없음,60,0,0
2021-01-08 3:00,2021-01-08,3,금,N,맑음,없음,60,0,0
2021-01-08 2:00,2021-01-08,2,금,N,맑음,없음,60,0,0
2021-01-08 1:00,2021-01-08,1,금,N,맑음,없음,60,0,0
2021-01-08 0:00,2021-01-08,0,금,N,맑음,없음,60,2,2
2021-01-07 23:00,2021-01-07,23,목,N,맑음,없음,60,2,3
2021-01-07 22:00,2021-01-07,22,목,N,맑음,없음,60,16,2
2021-01-07 21:00,2021-01-07,21,목,N,맑음,없음,60,49,8
2021-01-07 20:00,2021-01-07,20,목,N,맑음,없음,60,39,5
2021-01-07 19:00,2021-01-07,19,목,N,맑음,없음,60,63,12
2021-01-07 18:00,2021-01-07,18,목,N,맑음,없음,60,143,31
2021-01-07 17:00,2021-01-07,17,목,N,맑음,없음,60,74,11
2021-01-07 16:00,2021-01-07,16,목,N,맑음,없음,60,38,17
2021-01-07 15:00,2021-01-07,15,목,N,맑음,없음,60,70,44
2021-01-07 14:00,2021-01-07,14,목,N,맑음,없음,60,40,21
2021-01-07 13:00,2021-01-07,13,목,N,맑음,없음,60,45,44
2021-01-07 12:00,2021-01-07,12,목,N,맑음,없음,60,61,53
2021-01-07 11:00,2021-01-07,11,목,N,맑음,없음,60,37,51
2021-01-07 10:00,2021-01-07,10,목,N,맑음,없음,60,20,46
2021-01-07 9:00,2021-01-07,9,목,N,맑음,없음,60,17,95
2021-01-07 8:00,2021-01-07,8,목,N,맑음,없음,60,8,110
2021-01-07 7:00,2021-01-07,7,목,N,맑음,없음,60,7,38
2021-01-07 6:00,2021-01-07,6,목,N,맑음,없음,60,4,6
2021-01-07 5:00,2021-01-07,5,목,N,맑음,없음,60,6,8
2021-01-07 4:00,2021-01-07,4,목,N,맑음,없음,60,1,1
2021-01-07 3:00,2021-01-07,3,목,N,맑음,없음,60,0,0
2021-01-07 2:00,2021-01-07,2,목,N,구름많음,없음,60,0,0
2021-01-07 1:00,2021-01-07,1,목,N,맑음,없음,60,0,0
2021-01-07 0:00,2021-01-07,0,목,N,구름많음,없음,60,0,0
2021-01-06 23:00,2021-01-06,23,수,N,흐림,없음,60,4,4
2021-01-06 22:00,2021-01-06,22,수,N,흐림,없음,60,23,5
2021-01-06 21:00,2021-01-06,21,수,N,구름많음,눈,60,52,10
2021-01-06 20:00,2021-01-06,20,수,N,흐림,눈,60,62,12
2021-01-06 19:00,2021-01-06,19,수,N,흐림,없음,60,64,28
2021-01-06 18:00,2021-01-06,18,수,N,구름많음,없음,60,161,21
2021-01-06 17:00,2021-01-06,17,수,N,맑음,없음,60,72,19
2021-01-06 16:00,2021-01-06,16,수,N,맑음,없음,60,49,22
2021-01-06 15:00,2021-01-06,15,수,N,맑음,없음,60,50,24
2021-01-06 14:00,2021-01-06,14,수,N,맑음,없음,60,44,23
2021-01-06 13:00,2021-01-06,13,수,N,맑음,없음,60,36,30
2021-01-06 12:00,2021-01-06,12,수,N,맑음,없음,60,64,64
2021-01-06 11:00,2021-01-06,11,수,N,맑음,없음,60,44,31
2021-01-06 10:00,2021-01-06,10,수,N,맑음,없음,60,16,47
2021-01-06 9:00,2021-01-06,9,수,N,맑음,없음,60,8,49
2021-01-06 8:00,2021-01-06,8,수,N,맑음,없음,60,9,144
2021-01-06 7:00,2021-01-06,7,수,N,맑음,없음,60,15,49
2021-01-06 6:00,2021-01-06,6,수,N,맑음,없음,60,10,17
2021-01-06 5:00,2021-01-06,5,수,N,맑음,없음,60,7,9
2021-01-06 4:00,2021-01-06,4,수,N,맑음,없음,60,0,0
2021-01-06 3:00,2021-01-06,3,수,N,맑음,없음,60,0,0
2021-01-06 2:00,2021-01-06,2,수,N,맑음,없음,60,0,0
2021-01-06 1:00,2021-01-06,1,수,N,맑음,없음,60,0,0
2021-01-06 0:00,2021-01-06,0,수,N,맑음,없음,60,1,1
2021-01-05 23:00,2021-01-05,23,화,N,맑음,없음,60,2,3
2021-01-05 22:00,2021-01-05,22,화,N,맑음,없음,60,19,3
2021-01-05 21:00,2021-01-05,21,화,N,맑음,없음,60,69,16
2021-01-05 20:00,2021-01-05,20,화,N,맑음,없음,60,51,18
2021-01-05 19:00,2021-01-05,19,화,N,맑음,없음,60,52,20
2021-01-05 18:00,2021-01-05,18,화,N,맑음,없음,60,164,24
2021-01-05 17:00,2021-01-05,17,화,N,맑음,없음,60,98,16
2021-01-05 16:00,2021-01-05,16,화,N,맑음,없음,60,44,23
2021-01-05 15:00,2021-01-05,15,화,N,맑음,없음,60,60,37
2021-01-05 14:00,2021-01-05,14,화,N,맑음,없음,60,50,33
2021-01-05 13:00,2021-01-05,13,화,N,맑음,없음,60,45,54
2021-01-05 12:00,2021-01-05,12,화,N,맑음,없음,60,47,54
2021-01-05 11:00,2021-01-05,11,화,N,맑음,없음,60,34,50
2021-01-05 10:00,2021-01-05,10,화,N,맑음,없음,60,16,37
2021-01-05 9:00,2021-01-05,9,화,N,맑음,없음,60,14,68
2021-01-05 8:00,2021-01-05,8,화,N,맑음,없음,60,12,145
2021-01-05 7:00,2021-01-05,7,화,N,구름많음,없음,60,7,59
2021-01-05 6:00,2021-01-05,6,화,N,흐림,없음,60,7,10
2021-01-05 5:00,2021-01-05,5,화,N,구름많음,없음,60,0,4
2021-01-05 4:00,2021-01-05,4,화,N,구름많음,없음,60,1,1
2021-01-05 3:00,2021-01-05,3,화,N,흐림,없음,60,0,0
2021-01-05 2:00,2021-01-05,2,화,N,흐림,없음,60,0,0
2021-01-05 1:00,2021-01-05,1,화,N,흐림,없음,60,0,0
2021-01-05 0:00,2021-01-05,0,화,N,흐림,없음,60,0,0
2021-01-04 23:00,2021-01-04,23,월,N,흐림,없음,60,3,3
2021-01-04 22:00,2021-01-04,22,월,N,흐림,없음,60,9,4
2021-01-04 21:00,2021-01-04,21,월,N,구름많음,없음,60,45,13
2021-01-04 20:00,2021-01-04,20,월,N,흐림,없음,60,36,13
2021-01-04 19:00,2021-01-04,19,월,N,흐림,없음,60,69,14
2021-01-04 18:00,2021-01-04,18,월,N,구름많음,없음,60,164,29
2021-01-04 17:00,2021-01-04,17,월,N,흐림,없음,60,87,23
2021-01-04 16:00,2021-01-04,16,월,N,흐림,없음,60,45,18
2021-01-04 15:00,2021-01-04,15,월,N,흐림,없음,60,40,24
2021-01-04 14:00,2021-01-04,14,월,N,맑음,없음,60,43,33
2021-01-04 13:00,2021-01-04,13,월,N,맑음,없음,60,30,40
2021-01-04 12:00,2021-01-04,12,월,N,맑음,없음,60,50,47
2021-01-04 11:00,2021-01-04,11,월,N,맑음,없음,60,27,39
2021-01-04 10:00,2021-01-04,10,월,N,맑음,없음,60,20,40
2021-01-04 9:00,2021-01-04,9,월,N,맑음,없음,60,18,68
2021-01-04 8:00,2021-01-04,8,월,N,맑음,없음,60,10,157
2021-01-04 7:00,2021-01-04,7,월,N,맑음,없음,60,7,74
2021-01-04 6:00,2021-01-04,6,월,N,맑음,없음,60,4,10
2021-01-04 5:00,2021-01-04,5,월,N,맑음,없음,60,4,5
2021-01-04 4:00,2021-01-04,4,월,N,맑음,없음,60,0,0
2021-01-04 3:00,2021-01-04,3,월,N,맑음,없음,60,0,0
2021-01-04 2:00,2021-01-04,2,월,N,맑음,없음,60,0,0
2021-01-04 1:00,2021-01-04,1,월,N,맑음,없음,60,0,0
2021-01-04 0:00,2021-01-04,0,월,N,맑음,없음,60,1,1
2021-01-03 23:00,2021-01-03,23,일,N,맑음,없음,60,1,1
2021-01-03 22:00,2021-01-03,22,일,N,맑음,없음,60,4,1
2021-01-03 21:00,2021-01-03,21,일,N,맑음,없음,60,2,6
2021-01-03 20:00,2021-01-03,20,일,N,맑음,없음,60,17,10
2021-01-03 19:00,2021-01-03,19,일,N,맑음,없음,60,13,8
2021-01-03 18:00,2021-01-03,18,일,N,구름많음,없음,60,18,9
2021-01-03 17:00,2021-01-03,17,일,N,구름많음,없음,60,23,16
2021-01-03 16:00,2021-01-03,16,일,N,구름많음,없음,60,21,10
2021-01-03 15:00,2021-01-03,15,일,N,구름많음,없음,60,7,10
2021-01-03 14:00,2021-01-03,14,일,N,구름많음,없음,60,14,16
2021-01-03 13:00,2021-01-03,13,일,N,맑음,없음,60,7,8
2021-01-03 12:00,2021-01-03,12,일,N,맑음,없음,60,11,5
2021-01-03 11:00,2021-01-03,11,일,N,맑음,없음,60,9,13
2021-01-03 10:00,2021-01-03,10,일,N,맑음,없음,60,4,12
2021-01-03 9:00,2021-01-03,9,일,N,맑음,없음,60,4,9
2021-01-03 8:00,2021-01-03,8,일,N,맑음,없음,60,2,8
2021-01-03 7:00,2021-01-03,7,일,N,맑음,없음,60,8,8
2021-01-03 6:00,2021-01-03,6,일,N,맑음,없음,60,4,2
2021-01-03 5:00,2021-01-03,5,일,N,맑음,없음,60,3,0
2021-01-03 4:00,2021-01-03,4,일,N,맑음,없음,60,1,1
2021-01-03 3:00,2021-01-03,3,일,N,맑음,없음,60,0,0
2021-01-03 2:00,2021-01-03,2,일,N,맑음,없음,60,0,0
2021-01-03 1:00,2021-01-03,1,일,N,맑음,없음,60,0,0
2021-01-03 0:00,2021-01-03,0,일,N,맑음,없음,60,0,0
2021-01-02 23:00,2021-01-02,23,토,N,맑음,없음,60,3,2
2021-01-02 22:00,2021-01-02,22,토,N,맑음,없음,60,5,3
2021-01-02 21:00,2021-01-02,21,토,N,맑음,없음,60,15,14
2021-01-02 20:00,2021-01-02,20,토,N,맑음,없음,60,38,13
2021-01-02 19:00,2021-01-02,19,토,N,맑음,없음,60,19,11
2021-01-02 18:00,2021-01-02,18,토,N,맑음,없음,60,24,12
2021-01-02 17:00,2021-01-02,17,토,N,맑음,없음,60,34,19
2021-01-02 16:00,2021-01-02,16,토,N,맑음,없음,60,25,17
2021-01-02 15:00,2021-01-02,15,토,N,맑음,없음,60,43,22
2021-01-02 14:00,2021-01-02,14,토,N,맑음,없음,60,23,19
2021-01-02 13:00,2021-01-02,13,토,N,맑음,없음,60,12,16
2021-01-02 12:00,2021-01-02,12,토,N,맑음,없음,60,22,20
2021-01-02 11:00,2021-01-02,11,토,N,맑음,없음,60,17,28
2021-01-02 10:00,2021-01-02,10,토,N,맑음,없음,60,8,14
2021-01-02 9:00,2021-01-02,9,토,N,맑음,없음,60,9,21
2021-01-02 8:00,2021-01-02,8,토,N,맑음,없음,60,6,9
2021-01-02 7:00,2021-01-02,7,토,N,맑음,없음,60,6,10
2021-01-02 6:00,2021-01-02,6,토,N,맑음,없음,60,9,9
2021-01-02 5:00,2021-01-02,5,토,N,맑음,없음,60,4,2
2021-01-02 4:00,2021-01-02,4,토,N,맑음,없음,60,0,0
2021-01-02 3:00,2021-01-02,3,토,N,맑음,없음,60,0,0
2021-01-02 2:00,2021-01-02,2,토,N,맑음,없음,60,0,0
2021-01-02 1:00,2021-01-02,1,토,N,맑음,없음,60,0,0
2021-01-02 0:00,2021-01-02,0,토,N,맑음,없음,60,3,2
2021-01-01 23:00,2021-01-01,23,금,Y,맑음,없음,60,1,0
2021-01-01 22:00,2021-01-01,22,금,Y,구름많음,없음,60,3,3
2021-01-01 21:00,2021-01-01,21,금,Y,맑음,없음,60,12,6
